Sp_Class,u_mag,g_mag,r_mag,i_mag,z_mag,RA,Dec
DA_auto,16.664,16.74,17.117,17.424,17.714,117.743.604,49.285.354
DA,20.565,20.246,20.152,20.328,20.228,117.769.504,43.010.369
DA_auto,19.616,19.622,20.016,20.275,20.649,117.773.328,27.583.189
DA,15.649,15.917,16.31,16.671,17.004,117.777.139,30.290.671
DA_auto,20.444,20.462,20.738,21.139,21.158,117.785.671,20.816.653
DA_auto,19.719,19.253,19.432,19.654,19.924,117.802.428,23.657.957
DB:,20.077,20.054,20.362,20.61,20.507,117.807.981,22.245.388
DA,18.492,18.383,18.71,19.007,19.395,117.812.939,43.587.175
DC,19.692,19.468,19.502,19.594,19.813,11.782.123,4.380.757
DA,18.487,18.32,18.605,18.881,19.16,117.822.331,39.495.117
DB,20.085,20.09,20.329,20.527,20.277,117.839.426,33.947.375
DB,19.935,20.046,20.373,20.74,21.023,117.847.158,26.295.633
DA,18.517,18.839,19.32,19.669,20.087,117.850.854,41.155.757
DA_auto,20.275,19.72,19.564,19.533,19.521,117.868.284,35.880.957
DB,19.466,19.555,19.815,20.083,19.992,117.903.555,23.437.079
DB,18.834,18.865,19.188,19.428,19.673,117.918.334,41.212.345
DA+M,19.99,19.791,19.909,19.512,19.054,117.929.292,22.907.145
DA,18.085,17.645,17.704,17.841,17.996,11.793.148,4.269.403
DA_auto,18.123,18.05,18.349,18.637,18.976,117.934.764,24.665.108
DA_auto,20.5,20.415,20.771,21.088,21.901,117.940.983,3.619.474
DA_auto,19.201,18.937,19.244,19.537,19.905,117.953.469,23.204.822
DB,19.817,19.923,20.239,20.435,20.472,117.967.085,23.070.604
DA_auto,20.516,19.946,20.21,20.358,20.944,117.971.437,22.991.271
DB:,19.453,19.438,19.701,19.916,19.831,117.983.739,29.579.759
DA_auto,19.779,19.455,19.705,19.914,20.087,117.989.921,35.102.223
DA,19.089,18.69,18.861,19.076,19.316,118.007.337,44.983.384
DA,19.488,19.223,19.533,19.786,20.193,118.049.255,39.188.919
DA_auto,19.976,19.949,20.236,20.443,20.369,118.056.942,4.711.132
DA_auto,20.152,19.775,19.885,20.025,20.185,11.806.115,33.176.668
DA_auto,19.287,19.327,19.695,20.04,20.178,118.063.249,26.902.755
DA_auto,17.805,17.954,18.426,18.775,19.083,118.080.934,26.699.426
DA+M,19.488,19.138,18.565,17.864,17.397,118.096.448,43.536.707
DA,20.207,19.863,20.159,20.4,20.315,118.107.202,38.976.507
DA_auto,20.685,20.253,20.407,20.649,20.793,118.130.648,21.321.064
DA_auto,21.197,20.622,20.466,20.558,20.409,118.178.142,34.902.998
DA,19.11,19.454,19.912,20.053,19.934,118.184.273,39.280.154
DA_CV:,20.632,20.426,20.691,20.902,21.688,118.186.323,21.696.035
DA_auto,17.609,17.463,17.766,18.062,18.363,11.822.853,24.954.334
DA_auto,20.099,20.153,20.457,20.776,20.958,118.245.917,24.515.974
DA_auto,20.278,19.704,19.848,20.086,20.505,118.261.808,21.785.295
DA_auto,19.744,19.582,19.981,20.192,20.377,11.826.438,26.589.944
DA,19.332,19.367,19.795,20.042,20.713,118.295.922,41.064.859
DA_auto,20.565,20.077,20.352,20.612,21.07,118.353.613,22.126.523
DA_auto,19.397,18.997,19.175,19.455,19.649,118.362.743,24.784.882
DA_auto,18.585,18.452,18.736,18.957,19.317,118.369.715,35.718.011
DA,19.126,19.329,19.733,19.982,20.188,118.372.589,44.720.359
DA_auto,20.211,20.237,20.514,20.823,20.953,118.378.356,2.292.209
DA+M,20.493,20.427,20.383,19.652,18.987,118.390.743,266.343
DA,20.254,19.825,20.012,20.252,20.471,118.414.666,41.659.183
DC:,20.034,19.871,19.884,20.078,20.169,118.430.983,23.817.565
DA_auto,19.432,19.348,19.698,19.954,19.957,118.430.993,22.592.341
DA_auto,19.362,19.624,20.089,20.354,20.585,118.431.135,33.747.653
DA_auto,20.371,19.979,20.141,20.348,20.648,118.431.145,35.740.007
DA,20.673,20.408,20.622,20.739,20.782,118.433.417,41.440.082
WD:+M,19.366,19.494,19.577,19.021,18.662,11.843.357,378.051
DA_auto,19.137,18.613,18.495,18.439,18.526,11.844.067,33.591.055
DA_auto,19.747,19.385,19.573,19.809,19.961,118.448.448,1.994.565
DA_auto,20.691,20.174,20.301,20.563,20.906,118.512.301,25.044.854
DA_auto,19.251,18.835,18.966,19.119,19.261,118.517.739,19.776
DA+M,20.049,19.64,19.675,19.196,18.617,118.530.055,31.622.457
DA_auto,18.823,19.04,19.44,19.764,20.123,118.538.539,48.849.473
DA,19.079,18.805,19.07,19.319,19.639,118.550.369,43.041.867
DA,19.079,18.805,19.07,19.319,19.639,118.550.369,43.041.867
DA,20.111,19.661,19.854,20.129,20.195,118.571.935,36.387.058
DA_auto,19.343,19.142,19.436,19.693,19.856,11.859.008,32.589.122
DA_auto,18.912,19.169,19.584,19.882,20.245,118.610.266,24.372.496
DA,18.801,18.876,19.249,19.529,19.847,118.616.263,43.110.896
DA,20.521,20.065,20.221,20.425,20.522,118.694.286,36.825.904
DA,20.347,20.033,20.396,20.559,21.596,118.731.392,41.405.266
DA+M,18.768,18.863,18.729,18.121,17.703,118.732.561,29.799.863
DA_auto,19.793,19.255,19.502,19.746,19.963,11.873.395,2.574.041
DA_auto,18.505,18.102,18.281,18.484,18.724,118.735.499,21.898.567
DA_auto,17.888,18.069,18.507,18.838,19.185,118.757.268,22.024.375
DA_auto,20.246,20.449,20.781,21.232,20.928,118.772.607,24.975.762
DA_auto,17.038,16.794,17.067,17.339,17.585,118.781.142,23.721.298
DA_auto,20.21,19.739,19.732,19.908,19.817,118.787.348,23.460.272
DA,19.81,19.996,20.355,20.707,21.044,11.878.961,41.662.224
DA_auto,20.242,19.823,19.845,19.929,20.14,118.821.409,24.220.047
DA:+M,20.245,20.176,20.151,19.563,19.085,118.833.558,27.717.299
DA_auto,20.325,20.141,20.378,20.662,20.498,11.883.979,39.110.672
DA,20.48,20.494,20.804,21.05,21.232,118.842.746,41.678.945
DA_auto,20.318,20.147,20.505,20.716,20.829,118.849.551,1.974.999
DA,19.02,18.681,18.947,19.122,19.474,118.852.918,39.578.156
DA,16.586,16.16,16.05,16.054,16.17,118.858.178,36.365.187
DA_auto,19.488,19.617,20.013,20.299,20.491,118.873.826,35.833.686
DA_auto,20.745,20.347,20.459,20.632,20.64,118.875.138,21.024.204
DA_auto,20.514,20.191,20.369,20.488,20.891,118.889.661,22.970.113
DC:,19.857,19.704,19.856,20.095,20.457,118.898.735,34.784.837
DA,19.386,19.684,20.092,20.511,20.712,118.899.822,44.226.085
DA,17.667,17.506,17.826,18.099,18.335,118.904.885,37.360.903
DA:,19.226,19.566,20.088,20.389,21.048,11.890.625,38.385.136
DA_auto,19.927,19.426,19.476,19.574,19.791,118.906.295,21.128.388
DA_auto,19.531,19.117,19.077,19.124,19.221,118.906.672,26.806.377
DA_auto,19.885,19.702,20.015,20.402,20.466,11.890.781,26.655.217
DB:,19.828,19.831,19.956,20.271,20.54,118.909.219,23.607.414
DA,19.094,18.899,19.228,19.469,19.91,118.909.497,42.125.117
DA,19.094,18.899,19.228,19.469,19.91,118.909.497,42.125.117
DA_auto,19.99,19.573,19.623,19.837,20.313,118.915.332,23.540.675
DA_auto,20.581,20.199,20.485,20.704,20.426,118.917.452,28.443.338
PG1159,17.006,17.492,18.06,18.423,18.765,118.920.588,40.154.999
DA_auto,18.296,17.831,17.909,18.042,18.205,118.925.691,2.557.344
DA_auto,20.397,19.922,20.056,20.312,20.374,118.936.827,21.939.761
DA_auto,19.419,19.06,19.323,19.567,19.913,118.951.632,31.725.876
DA:+M:,20.231,19.986,20.251,20.551,20.63,118.975.241,3.975.663
DA_auto,19.901,19.675,20.107,20.211,20.276,118.989.452,19.666.311
DA_auto,19.887,19.764,20.117,20.502,20.671,118.993.937,26.021.886
DA:,20.459,20.22,20.425,20.799,20.988,118.998.921,36.961.887
DC:,19.359,19.014,18.978,19.039,19.196,119.020.336,23.005.652
DC,20.45,20.393,20.489,20.602,20.582,119.026.207,41.442.999
DO+M,18.542,18.989,19.374,19.336,19.117,119.026.511,422.703
DO+M,18.542,18.989,19.374,19.336,19.117,119.026.511,422.703
DA,19.026,18.72,19.018,19.257,19.509,119.032.392,38.058.805
DA_auto,19.55,19.187,19.368,19.539,19.683,119.053.156,26.777.041
DA,20.607,20.341,20.347,20.445,20.757,119.054.666,42.936.457
DA,20.607,20.341,20.347,20.445,20.757,119.054.666,42.936.457
DA_auto,18.703,18.254,18.394,18.643,18.768,119.073.097,20.336.187
DA+M,19.051,18.72,18.91,18.718,18.198,119.091.383,31.244.341
DA_auto,20.001,19.763,20.066,20.338,20.56,11.912.545,39.174.295
DB,19.235,19.218,19.386,19.603,19.85,119.147.694,32.543.104
DA,19.417,19.665,20.124,20.373,20.536,119.153.582,43.637.908
DA,19.417,19.665,20.124,20.373,20.536,119.153.582,43.637.908
DA_auto,19.15,18.83,19.176,19.429,19.885,119.157.245,206.252
DA,20.173,20.2,20.508,20.792,21.206,119.163.035,42.249.749
DA,20.173,20.2,20.508,20.792,21.206,119.163.035,42.249.749
DA_auto,19.236,18.796,18.975,19.165,19.274,119.183.166,35.845.319
DA_auto,19.564,19.354,19.653,19.941,20.275,119.211.758,27.752.608
DA_auto,19.278,18.824,18.854,18.912,18.965,119.263.222,30.800.216
DB,20.275,20.409,20.618,20.919,20.76,119.275.798,41.769.882
DA,20.442,20.12,20.292,20.541,20.86,119.285.926,41.899.884
DA,20.442,20.12,20.292,20.541,20.86,119.285.926,41.899.884
DA+M,16.72,16.362,16.006,15.275,14.815,119.337.795,3.251.513
DA,17.618,17.547,17.915,18.176,18.479,119.349.722,40.120.774
DA,17.791,17.729,18.149,18.421,18.705,119.352.007,31.219.496
DA_auto,18.434,18.022,18.305,18.55,18.887,119.422.528,38.550.668
DA_auto,20.739,20.266,20.356,20.519,20.824,119.423.828,36.555.645
DA,20.183,20.093,20.375,20.679,21.342,119.439.701,28.124.686
DA_auto,20.321,19.93,20.158,20.363,20.8,119.461.555,28.997.713
DA_auto,20.935,20.303,20.456,20.579,20.342,119.464.462,21.266.667
DA,20.041,19.944,20.275,20.536,20.885,119.477.341,44.727.929
DA_auto,18.562,18.897,19.334,19.717,19.885,119.490.333,32.804.289
DA_auto,17.738,17.938,18.417,18.732,19.122,119.491.866,24.542.318
DH,18.082,18.187,18.554,18.832,18.993,119.581.563,35.745.442
DA_auto,20.216,19.774,20.05,20.29,20.499,11.959.171,27.335.672
DC:,19.657,19.541,19.669,19.905,20.044,119.614.264,24.889.047
DA_auto,19.445,19.028,18.944,18.94,18.975,119.635.765,37.162.972
WD:+M,19.921,19.331,18.305,17.637,17.31,119.646.326,48.423.231
DA_auto,20.513,20.381,20.727,21.016,21.139,119.651.768,27.572.835
DA_auto,19.573,19.009,18.798,18.741,18.807,11.967.785,36.958.783
DC,20.007,19.873,20.006,20.117,20.226,119.695.459,32.423.159
DA_auto,19.67,19.213,19.452,19.637,19.826,119.697.023,2.127.001
DA_auto,18.617,18.543,18.875,19.138,19.537,119.713.451,38.186.349
DA_auto,19.2,18.806,18.804,18.897,19.043,119.730.147,33.097.522
DA_auto,20.365,19.964,20.133,20.287,20.563,119.734.378,29.035.012
DB,19.498,19.59,19.822,20.11,20.273,119.758.109,26.135.176
DA,19.633,19.176,19.197,19.312,19.433,119.761.379,41.443.783
DA_auto,20.628,20.379,20.614,20.929,21.235,119.763.266,37.073.459
DB,19.466,19.563,19.84,20.095,20.341,119.781.529,43.564.342
DA_auto,20.063,19.893,20.193,20.521,20.679,11.979.288,31.743.407
DA_auto,19.941,19.542,19.778,19.905,19.958,119.799.111,23.163.068
DA_auto,20.135,20.124,20.453,20.889,21.044,119.811.366,29.421.076
DA_auto,19.503,19.138,19.376,19.608,19.851,119.811.695,26.490.559
DA,18.56,18.726,19.022,19.319,19.629,119.818.906,43.588.599
DA+M,16.39,15.855,15.892,15.443,14.847,119.830.911,32.330.126
DA_auto,19.412,19.106,19.395,19.682,20.054,119.848.065,24.818.703
DA_auto,20.826,20.382,20.563,20.812,21.819,119.853.362,22.112.222
DA_auto,18.155,17.781,17.767,17.842,17.939,119.854.214,28.356.447
DA_auto,16.631,16.233,16.228,16.296,16.482,119.873.897,47.585.986
DA_auto,18.919,19.26,19.741,20.098,20.94,119.878.487,27.134.559
DA_auto,19.439,18.991,19.19,19.388,19.617,119.899.225,22.008.236
DB,19.494,19.605,19.926,20.273,20.809,119.909.171,23.853.872
DB+M,20.149,20.094,20.194,19.809,19.371,11.992.803,34.933.516
DA_auto,19.818,19.467,19.669,19.893,20.032,119.928.078,20.622.546
DA,20.561,20.162,20.366,20.654,20.957,119.963.069,46.225.648
DA,17.948,17.461,17.607,17.761,17.988,119.971.975,42.439.663
DA,17.948,17.461,17.607,17.761,17.988,119.971.975,42.439.663
DAH,16.77,16.199,16.233,16.204,16.1,119.998.187,43.589.234
DA,19.062,18.834,19.124,19.395,19.724,120.019.706,45.916.703
DA_auto,19.622,19.779,20.173,20.472,20.762,120.051.208,38.110.088
DC:,19.547,19.443,19.544,19.692,19.734,120.054.525,26.450.738
DB,19.411,19.562,19.849,20.156,20.325,120.055.205,38.639.911
DB:,20.242,20.252,20.45,20.539,20.709,120.068.995,35.042.327
DA_auto,19.396,19.486,19.922,20.227,20.521,120.072.609,21.911.599
DA_auto,20.458,20.145,20.366,20.672,20.709,120.088.877,23.314.295
DA_auto,19.186,19.259,19.649,19.959,20.157,120.103.539,39.632.669
DA,20.019,19.603,19.66,19.822,20.02,120.112.133,45.891.372
DA_auto,18.312,17.918,18.132,18.304,18.501,120.119.804,37.707.935
DA+M:,18.713,18.276,18.208,18.211,17.968,120.121.298,49.186.724
DA+M:,18.864,18.752,19.074,19.07,18.757,120.187.786,50.041.021
DA_auto,20.086,19.807,20.05,20.258,20.376,120.188.378,40.388.462
DA_auto,19.339,18.916,19.161,19.376,19.576,120.204.683,36.380.484
DA_auto,17.687,17.254,17.445,17.659,17.894,120.214.826,22.599.587
DA,19.546,19.241,19.501,19.699,20.09,120.222.603,44.121.072
DA,19.546,19.241,19.501,19.699,20.09,120.222.603,44.121.072
DA_auto,20.089,20.227,20.51,20.886,20.69,120.235.719,29.280.398
DA_auto,18.029,17.638,17.693,17.781,17.933,120.257.737,35.545.518
DA_auto,18.961,19.028,19.405,19.638,20.025,120.298.233,2.789.119
DA_auto,19.316,18.759,18.629,18.581,18.645,120.308.425,20.727.865
DA_auto,19.08,19.113,19.487,19.751,20.093,120.320.005,30.712.194
DB_A:,19.167,19.215,19.505,19.73,20.11,12.038.376,28.028.696
DA_auto,19.368,19.058,19.379,19.604,19.772,12.038.518,23.687.009
DA,18.908,18.524,18.729,18.975,19.242,120.387.333,45.217.105
DA_auto,19.638,19.2,19.136,19.224,19.364,12.039.879,21.233.977
DA_auto,19.299,18.755,18.674,18.657,18.706,120.411.499,3.352.251
DA+M,19.713,19.525,19.848,19.128,18.551,120.434.943,22.280.589
DA_auto,20.827,20.432,20.576,20.764,21.022,120.460.405,20.836.679
DC:,19.863,19.752,19.846,19.968,20.243,120.464.183,36.119.021
DA,19.085,18.612,18.538,18.533,18.593,12.050.219,46.930.602
DA_auto,20.23,19.836,20.024,20.186,20.49,120.545.382,23.095.358
DZ,20.562,20.435,20.551,20.652,20.592,120.547.592,30.215.774
DA_auto,19.186,18.769,18.74,18.8,18.887,120.548.689,30.914.347
DA_auto,19.875,19.542,19.78,20.01,20.354,120.552.272,24.345.451
DA_auto,20.572,20.42,20.679,20.929,21.409,120.553.284,3.839.193
DA_auto,20.553,20.254,20.328,20.719,21.185,12.057.678,20.954.425
DA_auto,18.136,17.719,17.748,17.841,18.03,120.626.654,24.823.029
DA,20.141,19.699,19.823,20.08,20.189,120.660.588,45.713.377
DA_auto,20.077,20.157,20.506,20.498,20.61,120.664.732,2.340.653
DA_auto,20.448,20.177,20.376,20.626,20.64,120.681.325,27.953.355
DA_auto,21.016,20.496,20.757,20.87,20.872,120.718.917,22.610.055
DA,18.327,18.143,18.382,18.613,18.93,120.725.583,44.162.594
DA,20.471,20.257,20.607,20.748,21.198,120.730.206,43.278.492
DA,20.471,20.257,20.607,20.748,21.198,120.730.206,43.278.492
DA_auto,20.25,20.404,20.746,21.19,21.482,120.748.766,2.153.123
DA_auto,19.739,19.378,19.619,19.864,20.081,120.749.494,24.598.686
DA_auto,18.163,18.025,18.295,18.526,18.843,120.791.912,31.639.363
DA,20.766,20.333,20.548,20.836,21.015,12.079.836,42.974.136
DA,20.766,20.333,20.548,20.836,21.015,12.079.836,42.974.136
DA+M:,20.382,20.382,20.597,20.515,20.303,120.831.292,23.178.613
DA_auto,20.471,20.107,20.081,20.147,20.161,120.847.384,41.192.387
DA_auto,20.06,19.729,19.929,20.173,20.4,12.084.927,34.166.841
DA_auto,19.247,19.279,19.655,20.01,20.349,120.858.205,3.703.028
DA_auto,20.399,20.238,20.592,21.057,22.027,120.872.829,36.326.258
DB,19.921,19.86,20.037,20.285,20.419,120.878.284,36.045.778
DZA,19.945,19.753,19.859,19.978,19.99,12.088.109,45.049.357
DA_auto,20.269,20.125,20.395,20.747,20.863,120.884.387,41.415.055
DC,19.881,19.645,19.634,19.708,19.987,120.886.466,4.366.531
DA_auto,19.746,19.905,20.251,20.589,20.932,120.889.074,34.165.529
DA,18.347,17.882,17.793,17.842,18.003,120.891.183,4.258.465
DA,18.347,17.882,17.793,17.842,18.003,120.891.183,4.258.465
DA,18.333,18.017,18.252,18.552,18.758,120.915.608,42.205.026
DA,18.333,18.017,18.252,18.552,18.758,120.915.608,42.205.026
DA_auto,19.072,19.147,19.493,19.839,20.188,120.918.086,37.741.484
DA_auto,20.385,20.378,20.707,21.193,21.204,120.924.126,2.243.778
WD:+M,20.168,18.254,17.249,16.294,15.535,120.928.582,42.947.985
WD:+M,20.168,18.254,17.249,16.294,15.535,120.928.582,42.947.985
DBA,17.368,17.514,17.829,18.11,18.37,120.952.053,39.520.859
DA,19.957,19.878,20.284,20.571,20.706,120.965.762,47.487.015
DA_auto,19.042,18.598,18.552,18.595,18.775,120.971.389,3.223.365
DB,19.857,19.925,20.246,20.501,20.332,120.997.925,402.334
DA_auto,20.691,20.186,20.304,20.512,20.601,121.000.482,7.202.481
DA_auto,17.997,17.652,17.906,18.166,18.366,121.021.407,39.743.362
DA_auto,19.469,18.926,18.767,18.667,18.724,121.041.419,35.949.713
DA_auto,18.964,18.481,18.396,18.349,18.409,121.041.633,3.594.844
DA_auto,18.633,18.152,17.999,17.985,18.048,12.104.931,7.281.765
DA,19.583,19.197,19.228,19.216,19.424,121.052.876,45.966.511
DA+M,19.624,19.417,19.324,18.683,18.17,121.060.646,41.642.648
DB,19.475,19.505,19.733,19.931,20.665,121.062.205,47.202.395
DA_auto,17.734,17.442,17.47,17.535,17.639,121.078.472,35.649.791
DA,17.26,16.867,16.898,16.968,17.093,12.112.231,42.220.217
DA,17.26,16.867,16.898,16.968,17.093,12.112.231,42.220.217
DA,17.26,16.867,16.898,16.968,17.093,12.112.231,42.220.217
DA_auto,18.499,18.508,18.909,19.215,19.541,121.146.947,31.523.776
DA_auto,18.589,18.859,19.284,19.604,19.862,121.163.332,21.458.208
DA_auto,20.31,19.834,20.074,20.284,20.26,121.189.988,37.418.322
DA,20.713,20.292,20.374,20.342,20.597,121.200.224,44.822.593
DA_auto,19.38,19.707,20.189,20.49,20.522,121.208.456,28.429.335
DA_auto,19.922,19.573,19.693,19.881,19.983,121.240.131,6.188.429
DA,17.787,17.436,17.665,17.842,18.175,121.245.904,41.962.463
DA,17.787,17.436,17.665,17.842,18.175,121.245.904,41.962.463
DB,18.595,18.574,18.75,18.948,19.188,121.248.128,35.224.335
DAH,18.245,18.603,18.978,19.373,19.729,121.259.525,2.188.904
DA_auto,19.015,18.664,18.485,18.474,18.532,121.315.663,4.897.994
DA_auto,19.275,18.963,19.241,19.48,19.748,121.375.551,39.828.683
DA_auto,19.394,19.064,19.33,19.555,19.916,121.375.804,38.068.441
DA_auto,19.331,18.829,18.631,18.58,18.608,121.378.455,49.950.665
DA,18.489,18.432,18.754,18.955,19.269,121.381.998,46.550.252
DA_auto,20.587,20.191,20.569,20.735,21.036,121.384.351,39.590.279
DA,19.332,18.909,18.866,18.845,18.924,121.401.804,48.358.205
DZ,15.59,15.512,15.61,15.793,15.978,12.140.685,38.536.786
DA,18.455,18.389,18.705,19.011,19.184,121.428.704,45.458.198
DA_auto,20.087,19.756,20.008,20.18,20.549,121.441.031,2.520.318
DA,19.065,18.534,18.35,18.289,18.375,121.449.337,47.338.268
DA_auto,20.448,20.021,20.322,20.649,20.691,121.472.897,25.463.196
DA,20.661,20.256,20.232,20.282,20.405,121.481.692,41.793.154
DA_auto,20.604,20.307,20.532,20.732,21.508,121.497.943,37.163.938
DZ,19.607,19.337,19.473,19.626,19.782,12.151.216,37.789.073
DA_auto,20.773,20.432,20.48,20.536,20.642,121.524.192,22.789.808
DBA,16.19,16.154,16.435,16.674,16.918,121.548.535,33.740.512
WD:+M,20.776,20.394,19.659,18.907,18.404,121.548.956,21.986.825
DA:,18.931,19.247,19.699,20.069,20.489,12.155.971,45.884.661
DA_auto,19.818,19.378,19.489,19.645,19.94,121.563.436,34.491.614
DZ,20.274,20.156,20.325,20.405,20.597,121.563.598,36.671.709
DA_auto,20.624,20.209,20.357,20.347,20.367,121.568.732,36.912.817
DA_auto,19.689,19.531,19.842,20.187,20.534,121.610.277,33.634.756
DA_auto,19.164,19.153,19.424,19.708,19.935,121.616.792,2.805.951
DA_auto,20.439,20.119,20.295,20.532,20.676,12.163.205,22.024.472
DA_auto,19.995,19.973,20.238,20.505,20.917,12.163.624,39.213.288
DA_auto,19.279,19.314,19.668,19.995,20.301,121.641.132,6.480.415
DA+M,18.965,19.022,19.17,18.661,18.046,121.656.316,339.195
DA_auto,19.718,19.424,19.694,19.974,20.271,121.660.147,23.007.001
DA_auto,19.602,19.227,19.447,19.624,19.803,121.664.077,29.372.272
DA+M,18.251,18.223,18.27,17.725,17.152,121.680.895,40.588.151
DA_auto,19.805,19.729,20.066,20.332,20.598,121.685.863,23.676.521
DA,19.498,19.12,19.369,19.622,19.844,121.688.752,43.177.148
DA,19.498,19.12,19.369,19.622,19.844,121.688.752,43.177.148
WD:+M,20.329,20.183,19.614,19.241,18.53,121.711.745,48.670.704
WD:+M,20.329,20.183,19.614,19.241,18.53,121.711.745,48.670.704
DA_auto,18.621,18.977,19.464,19.815,20.16,121.718.781,23.482.224
DB,20.197,20.2,20.481,20.757,20.871,121.724.107,29.742.364
DA_auto,20.119,19.761,19.966,20.163,20.506,121.724.771,24.552.887
DA_auto,19.234,19.002,19.203,19.482,19.708,121.738.497,41.848.993
DA_auto,19.53,19.858,20.378,20.648,21.84,121.743.082,32.917.191
DA_auto,17.441,17.634,18.078,18.392,18.708,121.746.353,34.250.829
DA_auto,19.363,18.96,19.193,19.43,19.673,12.174.725,24.872.927
DA_auto,20.652,20.286,20.35,20.482,20.879,121.775.428,38.028.005
DA_auto,19.685,19.234,19.44,19.672,20.001,121.775.708,30.579.002
DA_auto,19.091,19.474,19.983,20.328,20.55,121.788.064,33.424.097
DB,19.734,19.892,20.111,20.473,20.706,121.788.982,4.393.356
DA_auto,20.646,20.322,20.437,20.778,20.596,121.790.616,5.554.239
DA_auto,20.202,20.133,20.465,20.736,21.038,121.810.208,22.132.226
DA,20.415,19.979,20.074,20.115,20.335,12.181.031,44.103.276
DA,18.848,18.342,18.434,18.454,18.619,121.816.128,4.332.859
DA,18.848,18.342,18.434,18.454,18.619,121.816.128,4.332.859
DBA,18.755,18.686,18.927,19.026,19.183,121.823.812,43.211.605
DA_auto,20.581,20.147,20.392,20.598,21.208,121.832.881,6.760.161
DA_auto,20.61,20.286,20.271,20.354,20.436,121.850.487,41.303.967
DA_auto,20.322,19.891,19.996,20.051,20.139,12.185.354,38.091.192
DA_auto,20.762,20.391,20.273,20.228,20.345,121.884.212,28.384.653
DA_auto,20.515,20.275,20.441,20.824,20.737,121.889.034,28.265.033
DA+M,19.437,19.125,18.838,18.047,17.452,121.904.003,7.403.359
DA_auto,19.554,19.074,19.167,19.327,19.565,121.914.369,29.438.505
DA_auto,18.294,17.916,18.102,18.292,18.52,121.931.319,5.448.661
DA,19.148,18.655,18.586,18.595,18.624,121.931.551,44.363.343
DB,20.265,20.375,20.652,20.81,20.474,121.951.596,34.055.834
DA_auto,18.268,17.836,17.897,18.009,18.141,121.953.672,28.440.774
DA_auto,18.309,18.102,18.424,18.714,18.955,121.965.424,28.485.425
DA,19.518,19.821,20.285,20.605,20.675,121.965.987,44.508.468
DA,19.542,19.134,19.399,19.591,19.696,121.985.892,43.107.885
DA,19.542,19.134,19.399,19.591,19.696,121.985.892,43.107.885
DA,19.356,18.771,18.613,18.473,18.466,121.991.535,25.952.873
DA_auto,18.442,18.838,19.312,19.644,20.053,121.993.601,34.197.509
