,t,x,y,z,Sx,Sy,Sz
6688,2,3.81578947368421,3.421052631578947,-1.2631578947368425,0.024463167674945562,0.021932495156847746,-0.008098152057913017
6689,2,3.81578947368421,3.421052631578947,-0.4210526315789478,0.027876775516801604,0.024992971152994543,-0.00307605798806087
6690,2,3.81578947368421,3.421052631578947,0.4210526315789469,0.027876775516801615,0.024992971152994554,0.0030760579880608646
6691,2,3.81578947368421,3.421052631578947,1.2631578947368425,0.024463167674945562,0.021932495156847746,0.008098152057913017
6692,2,3.81578947368421,3.421052631578947,2.1052631578947363,0.019197245740272543,0.0172113237671409,0.010591583856702091
6693,2,3.81578947368421,3.421052631578947,2.94736842105263,0.01387711015904891,0.012441547039147299,0.01071887129526536
6694,2,3.81578947368421,3.421052631578947,3.7894736842105257,0.009527679279335677,0.008542057284921642,0.009461971146374742
6695,2,3.81578947368421,3.421052631578947,4.631578947368421,0.00637231112886253,0.005713106529325027,0.007734667301240038
6696,2,3.81578947368421,3.421052631578947,5.473684210526315,0.004227832805278843,0.003790470790939652,0.006064753265503444
6697,2,3.81578947368421,3.421052631578947,6.315789473684209,0.0028155819282211737,0.0025243148321982935,0.0046602735363660795
6698,2,3.81578947368421,3.421052631578947,7.157894736842104,0.0018953885271173231,0.0016993138518982896,0.003555487443971806
6699,2,3.81578947368421,3.421052631578947,8.0,0.0012946672532340268,0.001160736158071886,0.0027143368619527183
6700,2,4.052631578947368,3.421052631578947,-8.0,0.001399248221928006,0.0011811835639651998,-0.0027621523341955444
6701,2,4.052631578947368,3.421052631578947,-7.157894736842105,0.002031531311493099,0.0017149290291824863,-0.0035881591995202793
6702,2,4.052631578947368,3.421052631578947,-6.315789473684211,0.002987648200305427,0.002522040688569516,-0.004656075117359108
6703,2,4.052631578947368,3.421052631578947,-5.473684210526316,0.004432400650924886,0.00374163691311841,-0.005986619060989456
6704,2,4.052631578947368,3.421052631578947,-4.631578947368421,0.006586031852375848,0.005559637277979612,-0.007526893545572399
6705,2,4.052631578947368,3.421052631578947,-3.7894736842105265,0.009687534285910964,0.008177788682911852,-0.009058473617994669
6706,2,4.052631578947368,3.421052631578947,-2.947368421052632,0.013861895923274914,0.01170160045471259,-0.01008137885329085
6707,2,4.052631578947368,3.421052631578947,-2.105263157894737,0.01884390344183406,0.01590719121713265,-0.00978904074900471
6708,2,4.052631578947368,3.421052631578947,-1.2631578947368425,0.023666595128144233,0.01997829458869318,-0.007376601078902101
6709,2,4.052631578947368,3.421052631578947,-0.4210526315789478,0.026743629085526396,0.02257579078648332,-0.0027785588660287196
6710,2,4.052631578947368,3.421052631578947,0.4210526315789469,0.026743629085526407,0.02257579078648333,0.002778558866028715
6711,2,4.052631578947368,3.421052631578947,1.2631578947368425,0.023666595128144233,0.01997829458869318,0.007376601078902101
6712,2,4.052631578947368,3.421052631578947,2.1052631578947363,0.01884390344183406,0.01590719121713265,0.009789040749004706
6713,2,4.052631578947368,3.421052631578947,2.94736842105263,0.013861895923274936,0.011701600454712607,0.010081378853290858
6714,2,4.052631578947368,3.421052631578947,3.7894736842105257,0.009687534285910968,0.008177788682911854,0.00905847361799467
6715,2,4.052631578947368,3.421052631578947,4.631578947368421,0.006586031852375849,0.0055596372779796125,0.0075268935455723995
6716,2,4.052631578947368,3.421052631578947,5.473684210526315,0.004432400650924887,0.0037416369131184116,0.005986619060989459
6717,2,4.052631578947368,3.421052631578947,6.315789473684209,0.0029876482003054292,0.002522040688569518,0.004656075117359109
6718,2,4.052631578947368,3.421052631578947,7.157894736842104,0.002031531311493101,0.0017149290291824876,0.0035881591995202814
6719,2,4.052631578947368,3.421052631578947,8.0,0.0013992482219280073,0.0011811835639652009,0.002762152334195547
6720,2,4.289473684210526,3.421052631578947,-8.0,0.001503161522395358,0.0011988404779840279,-0.0028034423485164962
6721,2,4.289473684210526,3.421052631578947,-7.157894736842105,0.002164084238027807,0.001725956754255306,-0.003611232593518795
6722,2,4.289473684210526,3.421052631578947,-6.315789473684211,0.003150572843463179,0.00251272680767002,-0.004638880260313884
6723,2,4.289473684210526,3.421052631578947,-5.473684210526316,0.004618208390510818,0.003683233685683475,-0.005893173897093561
6724,2,4.289473684210526,3.421052631578947,-4.631578947368421,0.006766212161448655,0.005396365527535737,-0.00730584871420223
6725,2,4.289473684210526,3.421052631578947,-3.7894736842105265,0.00979517774686541,0.007812104951487751,-0.008653408561647973
6726,2,4.289473684210526,3.421052631578947,-2.947368421052632,0.013778830663932902,0.010989251449762438,-0.009467662787487641
6727,2,4.289473684210526,3.421052631578947,-2.105263157894737,0.01842289165584873,0.014693103774603282,-0.009041910015140483
6728,2,4.289473684210526,3.421052631578947,-1.2631578947368425,0.022825011425434465,0.018203996842371045,-0.0067214757571831575
6729,2,4.289473684210526,3.421052631578947,-0.4210526315789478,0.02559233439301063,0.02041106423982443,-0.0025121309833630095
6730,2,4.289473684210526,3.421052631578947,0.4210526315789469,0.02559233439301065,0.020411064239824445,0.0025121309833630056
6731,2,4.289473684210526,3.421052631578947,1.2631578947368425,0.022825011425434465,0.018203996842371045,0.0067214757571831575
6732,2,4.289473684210526,3.421052631578947,2.1052631578947363,0.018422891655848733,0.014693103774603287,0.009041910015140481
6733,2,4.289473684210526,3.421052631578947,2.94736842105263,0.013778830663932913,0.010989251449762446,0.009467662787487643
6734,2,4.289473684210526,3.421052631578947,3.7894736842105257,0.009795177746865412,0.007812104951487753,0.008653408561647973
